"","abortion","state","eth","male","age","educ","party"
"47450",1,"FL","White",0.5,"40-49","Some college","Republican"
"47451",0,"AK","White",0.5,"60-69","Some college","Independent"
"47452",1,"IL","Other",-0.5,"40-49","Post-grad","Independent"
"47453",1,"MO","White",0.5,"50-59","Some college","Independent"
"47454",0,"WA","White",-0.5,"50-59","Some college","Democrat"
"47455",0,"IL","White",-0.5,"60-69","Post-grad","Democrat"
"47456",0,"MN","White",-0.5,"70+","4-Year College","Independent"
"47457",0,"MN","White",-0.5,"70+","4-Year College","Democrat"
"47458",1,"WV","White",-0.5,"30-39","4-Year College","Independent"
"47459",0,"MI","White",0.5,"30-39","No HS","Independent"
"47460",0,"WA","Hispanic",-0.5,"40-49","Post-grad","Democrat"
"47461",0,"NY","White",-0.5,"60-69","Post-grad","Democrat"
"47462",0,"IL","White",-0.5,"50-59","HS","Republican"
"47463",0,"UT","White",-0.5,"30-39","4-Year College","Democrat"
"47464",1,"OH","White",0.5,"60-69","Some college","Democrat"
"47465",0,"CA","Other",-0.5,"50-59","Some college","Democrat"
"47466",1,"KS","White",-0.5,"40-49","Post-grad","Democrat"
"47467",0,"WA","White",0.5,"60-69","Some college","Democrat"
"47468",1,"CA","White",-0.5,"50-59","Post-grad","Republican"
"47469",1,"TN","Black",-0.5,"18-29","Post-grad","Independent"
"47471",1,"MA","White",-0.5,"60-69","Post-grad","Independent"
"47472",0,"AZ","White",-0.5,"50-59","Post-grad","Independent"
"47473",0,"NJ","White",-0.5,"60-69","Post-grad","Independent"
"47474",0,"NY","White",-0.5,"50-59","4-Year College","Independent"
"47475",0,"MD","White",-0.5,"70+","4-Year College","Independent"
"47476",1,"TX","White",-0.5,"30-39","4-Year College","Independent"
"47477",1,"OH","White",0.5,"50-59","HS","Democrat"
"47478",0,"LA","White",-0.5,"30-39","Some college","Independent"
"47479",0,"ID","Black",0.5,"30-39","Some college","Democrat"
"47480",1,"NV","White",0.5,"60-69","Some college","Republican"
"47481",1,"CA","White",-0.5,"40-49","Some college","Republican"
"47482",1,"KY","White",0.5,"30-39","HS","Republican"
"47483",0,"CA","Other",0.5,"18-29","No HS","Democrat"
"47484",0,"DE","White",0.5,"60-69","Some college","Republican"
"47485",0,"CT","White",0.5,"70+","Post-grad","Republican"
"47486",1,"CO","White",-0.5,"60-69","Post-grad","Republican"
"47487",0,"CA","Other",-0.5,"30-39","Post-grad","Independent"
"47488",0,"FL","Hispanic",0.5,"50-59","4-Year College","Republican"
"47489",0,"WI","White",0.5,"70+","HS","Democrat"
"47490",0,"VT","White",-0.5,"60-69","Post-grad","Independent"
"47491",0,"MS","Hispanic",0.5,"30-39","4-Year College","Democrat"
"47492",1,"AZ","White",0.5,"18-29","Some college","Republican"
"47493",0,"NH","White",0.5,"70+","HS","Democrat"
"47494",0,"IN","White",-0.5,"30-39","Post-grad","Democrat"
"47495",0,"NJ","White",0.5,"50-59","HS","Republican"
"47496",0,"NY","White",0.5,"40-49","Some college","Democrat"
"47497",1,"WA","White",-0.5,"30-39","4-Year College","Republican"
"47498",0,"FL","Hispanic",0.5,"40-49","HS","Democrat"
"47499",1,"PA","White",-0.5,"40-49","4-Year College","Republican"
"47500",0,"NY","Other",-0.5,"18-29","4-Year College","Independent"
"47501",1,"IL","White",0.5,"50-59","Some college","Republican"
"47502",0,"MI","White",0.5,"30-39","Some college","Democrat"
"47503",0,"TX","Black",-0.5,"18-29","Some college","Republican"
"47504",0,"NY","Hispanic",0.5,"40-49","Some college","Democrat"
"47505",1,"CA","White",-0.5,"40-49","Some college","Independent"
"47506",0,"MO","Black",-0.5,"50-59","4-Year College","Democrat"
"47507",1,"VA","Black",0.5,"18-29","HS","Republican"
"47508",1,"FL","White",0.5,"30-39","4-Year College","Republican"
"47509",1,"MI","White",0.5,"18-29","Some college","Independent"
"47510",1,"TN","White",0.5,"18-29","Some college","Independent"
"47511",0,"VA","Black",0.5,"30-39","Post-grad","Democrat"
"47512",1,"GA","Black",-0.5,"30-39","HS","Democrat"
"47513",1,"CO","White",0.5,"30-39","Some college","Democrat"
"47514",0,"TX","Other",0.5,"18-29","Some college","Independent"
"47515",1,"PA","White",0.5,"40-49","Post-grad","Republican"
"47516",0,"VA","Black",0.5,"60-69","Some college","Independent"
"47517",0,"GA","Black",-0.5,"30-39","Post-grad","Democrat"
"47518",0,"PA","White",0.5,"60-69","HS","Independent"
"47519",1,"CA","Other",-0.5,"18-29","Some college","Independent"
"47520",0,"PA","White",-0.5,"60-69","Some college","Democrat"
"47521",0,"IL","White",-0.5,"50-59","4-Year College","Democrat"
"47522",0,"TX","White",-0.5,"40-49","4-Year College","Republican"
"47523",1,"FL","White",0.5,"60-69","Some college","Republican"
"47524",0,"NC","Black",-0.5,"40-49","Some college","Democrat"
"47525",1,"WI","White",0.5,"60-69","4-Year College","Republican"
"47526",0,"IL","White",-0.5,"40-49","Post-grad","Democrat"
"47527",0,"NJ","Hispanic",-0.5,"18-29","Some college","Democrat"
"47528",0,"MN","White",0.5,"18-29","HS","Democrat"
"47529",0,"TN","White",0.5,"30-39","Some college","Republican"
"47530",0,"MI","White",-0.5,"18-29","HS","Republican"
"47531",0,"GA","Black",-0.5,"60-69","Some college","Democrat"
"47532",1,"FL","White",-0.5,"30-39","4-Year College","Democrat"
"47533",1,"PA","White",-0.5,"30-39","4-Year College","Democrat"
"47534",0,"FL","White",-0.5,"50-59","Some college","Independent"
"47535",0,"MD","White",-0.5,"40-49","4-Year College","Independent"
"47536",1,"WI","White",-0.5,"70+","HS","Democrat"
"47537",0,"NC","Black",-0.5,"40-49","4-Year College","Democrat"
"47538",0,"MT","White",-0.5,"40-49","4-Year College","Independent"
"47539",1,"AZ","White",-0.5,"18-29","4-Year College","Independent"
"47540",0,"NY","White",-0.5,"40-49","4-Year College","Democrat"
"47541",0,"TN","White",-0.5,"50-59","Some college","Republican"
"47542",0,"MT","White",-0.5,"30-39","4-Year College","Democrat"
"47543",1,"OK","White",-0.5,"70+","Some college","Republican"
"47544",1,"NJ","White",0.5,"50-59","4-Year College","Republican"
"47545",0,"PA","White",0.5,"40-49","Some college","Independent"
"47546",1,"ID","Other",0.5,"50-59","HS","Independent"
"47547",0,"CA","White",-0.5,"50-59","4-Year College","Democrat"
"47548",0,"CA","White",-0.5,"70+","Post-grad","Democrat"
"47549",1,"IL","Hispanic",-0.5,"30-39","4-Year College","Independent"
"47550",1,"CO","White",-0.5,"40-49","4-Year College","Republican"
"47551",1,"CA","White",0.5,"60-69","Post-grad","Republican"
"47552",1,"OH","White",-0.5,"60-69","HS","Republican"
"47553",1,"NY","White",0.5,"70+","HS","Independent"
"47554",1,"CA","White",-0.5,"40-49","4-Year College","Republican"
"47555",0,"TX","White",0.5,"30-39","Some college","Independent"
"47556",1,"VA","Other",0.5,"18-29","Some college","Democrat"
"47557",0,"PA","White",0.5,"60-69","4-Year College","Independent"
"47558",0,"MA","White",0.5,"50-59","Some college","Independent"
"47559",0,"MN","White",-0.5,"70+","Post-grad","Democrat"
"47560",0,"CA","White",-0.5,"40-49","Some college","Democrat"
"47561",0,"NH","White",-0.5,"50-59","Post-grad","Independent"
"47562",1,"GA","White",0.5,"60-69","4-Year College","Republican"
"47563",1,"NC","Black",0.5,"70+","4-Year College","Independent"
"47564",1,"CO","White",0.5,"50-59","Some college","Republican"
"47565",0,"PA","White",0.5,"60-69","Some college","Democrat"
"47566",0,"CA","White",-0.5,"70+","4-Year College","Democrat"
"47567",1,"VA","White",0.5,"40-49","4-Year College","Republican"
"47568",1,"AZ","Other",0.5,"18-29","HS","Republican"
"47569",1,"NY","White",-0.5,"70+","Some college","Democrat"
"47570",1,"TX","White",0.5,"30-39","Post-grad","Republican"
"47571",0,"WV","White",-0.5,"50-59","Post-grad","Democrat"
"47572",0,"CA","White",-0.5,"40-49","4-Year College","Republican"
"47573",0,"CA","White",-0.5,"50-59","Post-grad","Independent"
"47574",1,"CA","White",0.5,"18-29","4-Year College","Democrat"
"47575",0,"TX","Black",-0.5,"70+","4-Year College","Democrat"
"47576",1,"WI","White",-0.5,"30-39","4-Year College","Republican"
"47577",1,"RI","White",0.5,"70+","HS","Independent"
"47578",0,"GA","White",0.5,"50-59","4-Year College","Republican"
"47579",1,"MD","White",-0.5,"50-59","Post-grad","Independent"
"47580",0,"NY","White",-0.5,"60-69","Post-grad","Democrat"
"47581",1,"VA","White",-0.5,"40-49","4-Year College","Republican"
"47582",0,"OH","Black",0.5,"50-59","4-Year College","Democrat"
"47583",0,"TX","White",-0.5,"40-49","4-Year College","Independent"
"47584",0,"FL","White",-0.5,"60-69","4-Year College","Independent"
"47585",0,"GA","White",0.5,"30-39","4-Year College","Independent"
"47586",0,"SD","White",-0.5,"70+","Post-grad","Independent"
"47587",0,"MN","White",0.5,"18-29","Some college","Republican"
"47588",1,"TX","White",0.5,"50-59","4-Year College","Republican"
"47589",0,"FL","White",-0.5,"30-39","4-Year College","Republican"
"47590",1,"PA","White",-0.5,"70+","Some college","Democrat"
"47591",0,"AZ","White",0.5,"60-69","Some college","Independent"
"47592",1,"PA","White",-0.5,"50-59","Some college","Republican"
"47593",0,"FL","White",-0.5,"30-39","Post-grad","Independent"
"47594",1,"MI","White",-0.5,"60-69","HS","Republican"
"47595",0,"MA","Hispanic",0.5,"40-49","Some college","Independent"
"47596",1,"WV","White",-0.5,"60-69","Some college","Republican"
"47597",1,"FL","Hispanic",-0.5,"40-49","4-Year College","Independent"
"47598",0,"MD","White",-0.5,"70+","4-Year College","Independent"
"47599",0,"NJ","White",0.5,"60-69","Some college","Republican"
"47600",0,"CA","White",-0.5,"30-39","4-Year College","Democrat"
"47601",0,"VA","White",0.5,"40-49","HS","Independent"
"47602",1,"SD","White",-0.5,"18-29","HS","Independent"
"47603",0,"CA","Hispanic",-0.5,"40-49","4-Year College","Democrat"
"47604",0,"NJ","White",0.5,"50-59","4-Year College","Independent"
"47605",0,"PA","White",-0.5,"60-69","HS","Republican"
"47606",1,"CA","White",-0.5,"60-69","HS","Democrat"
"47607",1,"CA","White",0.5,"50-59","Some college","Republican"
"47608",0,"MI","White",-0.5,"50-59","4-Year College","Republican"
"47609",0,"KS","White",-0.5,"30-39","Post-grad","Democrat"
"47610",1,"KY","White",-0.5,"30-39","Post-grad","Democrat"
"47611",0,"TX","White",-0.5,"30-39","Post-grad","Democrat"
"47612",1,"ME","White",0.5,"60-69","HS","Independent"
"47613",0,"MD","White",-0.5,"50-59","HS","Independent"
"47614",0,"NV","Black",0.5,"50-59","HS","Democrat"
"47615",1,"CA","White",0.5,"60-69","Post-grad","Republican"
"47616",0,"PA","White",-0.5,"30-39","4-Year College","Democrat"
"47617",0,"IL","White",-0.5,"70+","Post-grad","Democrat"
"47618",0,"ME","White",0.5,"40-49","HS","Independent"
"47619",1,"MI","White",0.5,"60-69","HS","Republican"
"47620",1,"PA","White",-0.5,"30-39","Post-grad","Republican"
"47621",0,"FL","White",0.5,"60-69","Some college","Independent"
"47622",1,"PA","White",0.5,"40-49","4-Year College","Republican"
"47623",0,"MO","White",0.5,"30-39","HS","Independent"
"47624",0,"CO","White",0.5,"18-29","Some college","Democrat"
"47625",0,"CA","Hispanic",0.5,"50-59","HS","Democrat"
"47626",0,"FL","White",-0.5,"70+","Some college","Democrat"
"47627",1,"CA","White",0.5,"18-29","Some college","Democrat"
"47628",0,"TX","Black",-0.5,"30-39","4-Year College","Democrat"
"47629",0,"KY","White",0.5,"40-49","Some college","Independent"
"47630",1,"OK","White",0.5,"18-29","Some college","Republican"
"47631",0,"NY","White",-0.5,"70+","4-Year College","Republican"
"47632",1,"MN","White",0.5,"40-49","Some college","Republican"
"47633",1,"AR","Other",0.5,"50-59","No HS","Republican"
"47634",0,"TX","White",0.5,"30-39","HS","Republican"
"47635",0,"CA","Black",0.5,"40-49","4-Year College","Independent"
"47636",0,"VA","White",0.5,"50-59","Post-grad","Republican"
"47637",0,"SC","White",-0.5,"30-39","Some college","Democrat"
"47638",0,"TX","White",-0.5,"50-59","Post-grad","Republican"
"47639",1,"CT","Hispanic",-0.5,"50-59","HS","Democrat"
"47640",0,"FL","White",-0.5,"40-49","Some college","Independent"
"47641",1,"IL","White",0.5,"18-29","Some college","Democrat"
"47642",0,"MN","White",-0.5,"70+","4-Year College","Independent"
"47643",1,"WA","White",-0.5,"30-39","Post-grad","Republican"
"47644",0,"VA","White",-0.5,"40-49","HS","Independent"
"47645",1,"HI","Other",0.5,"30-39","4-Year College","Republican"
"47646",0,"NV","White",0.5,"18-29","HS","Democrat"
"47647",1,"WI","White",-0.5,"40-49","Some college","Republican"
"47648",0,"MA","White",0.5,"40-49","Some college","Independent"
"47649",0,"CA","Hispanic",0.5,"60-69","4-Year College","Republican"
"47650",1,"NE","White",0.5,"40-49","4-Year College","Republican"
"47651",1,"TN","White",0.5,"18-29","Some college","Republican"
"47652",1,"MS","White",0.5,"18-29","HS","Republican"
"47653",1,"IL","White",0.5,"50-59","Some college","Republican"
"47654",0,"CA","Hispanic",-0.5,"40-49","4-Year College","Independent"
"47655",1,"MO","White",0.5,"40-49","HS","Republican"
"47656",0,"NY","White",-0.5,"60-69","Post-grad","Democrat"
"47657",0,"NJ","Other",0.5,"18-29","Some college","Democrat"
"47658",0,"MO","White",-0.5,"30-39","Post-grad","Republican"
"47659",0,"FL","Hispanic",-0.5,"60-69","4-Year College","Independent"
"47660",0,"MO","White",-0.5,"40-49","Post-grad","Democrat"
"47661",0,"NY","White",0.5,"50-59","Some college","Democrat"
"47662",0,"CA","Hispanic",-0.5,"18-29","4-Year College","Democrat"
"47663",0,"VA","White",-0.5,"50-59","HS","Independent"
"47664",0,"OH","Black",0.5,"30-39","Some college","Independent"
"47665",0,"OH","White",0.5,"60-69","HS","Democrat"
"47666",1,"CA","White",0.5,"40-49","4-Year College","Independent"
"47667",1,"TX","White",-0.5,"70+","HS","Republican"
"47668",0,"NY","White",-0.5,"50-59","Post-grad","Democrat"
"47669",1,"CA","Hispanic",0.5,"18-29","Some college","Republican"
"47670",0,"CA","White",0.5,"50-59","4-Year College","Republican"
"47671",1,"MA","White",-0.5,"60-69","HS","Democrat"
"47672",1,"FL","Black",0.5,"30-39","Some college","Democrat"
"47673",1,"IN","White",-0.5,"70+","Post-grad","Republican"
"47674",1,"GA","White",-0.5,"60-69","Post-grad","Republican"
"47675",0,"IL","Hispanic",-0.5,"18-29","Some college","Independent"
"47676",0,"NY","Hispanic",-0.5,"40-49","4-Year College","Democrat"
"47677",1,"VA","White",0.5,"50-59","Some college","Democrat"
"47678",0,"MN","White",0.5,"18-29","HS","Independent"
"47679",1,"TN","White",-0.5,"50-59","HS","Republican"
"47680",1,"TX","Hispanic",-0.5,"40-49","No HS","Democrat"
"47681",0,"OR","White",0.5,"30-39","HS","Independent"
"47682",1,"NY","White",0.5,"40-49","Post-grad","Republican"
"47683",1,"GA","White",0.5,"50-59","HS","Republican"
"47684",1,"GA","Other",0.5,"40-49","4-Year College","Democrat"
"47685",0,"MN","White",-0.5,"50-59","4-Year College","Democrat"
"47686",1,"TN","White",-0.5,"60-69","HS","Republican"
"47687",0,"CA","White",0.5,"18-29","Post-grad","Republican"
"47688",0,"TX","White",0.5,"18-29","HS","Independent"
"47689",1,"NY","Black",0.5,"60-69","Some college","Democrat"
"47690",1,"NY","White",0.5,"70+","HS","Democrat"
"47691",0,"NY","White",-0.5,"60-69","Post-grad","Republican"
"47692",0,"NY","White",0.5,"60-69","4-Year College","Democrat"
"47693",0,"IL","Hispanic",0.5,"30-39","4-Year College","Democrat"
"47694",0,"NY","White",0.5,"40-49","Some college","Republican"
"47695",0,"AZ","White",-0.5,"70+","4-Year College","Democrat"
"47696",1,"AR","Black",-0.5,"50-59","4-Year College","Independent"
"47698",0,"SC","White",0.5,"40-49","Some college","Independent"
"47699",1,"GA","White",-0.5,"40-49","Post-grad","Independent"
"47700",0,"CA","White",-0.5,"70+","4-Year College","Republican"
"47701",0,"PA","White",0.5,"60-69","Post-grad","Democrat"
"47702",1,"VA","White",-0.5,"70+","4-Year College","Independent"
"47703",0,"CA","White",-0.5,"50-59","Some college","Republican"
"47704",1,"OH","White",0.5,"30-39","HS","Republican"
"47705",0,"KS","White",-0.5,"50-59","4-Year College","Independent"
"47706",0,"CA","White",-0.5,"30-39","Post-grad","Democrat"
"47707",0,"IL","White",-0.5,"60-69","4-Year College","Democrat"
"47708",0,"NC","White",0.5,"18-29","Some college","Independent"
"47709",0,"NY","White",-0.5,"70+","Post-grad","Democrat"
"47710",0,"NY","White",0.5,"40-49","Post-grad","Independent"
"47711",0,"AZ","White",0.5,"70+","Some college","Republican"
"47712",1,"CT","White",0.5,"50-59","4-Year College","Republican"
"47713",0,"MA","White",-0.5,"30-39","Post-grad","Democrat"
"47714",0,"MO","White",0.5,"40-49","HS","Democrat"
"47715",1,"AL","White",-0.5,"18-29","Some college","Republican"
"47716",0,"NJ","White",-0.5,"50-59","HS","Democrat"
"47717",0,"PA","White",0.5,"70+","Some college","Republican"
"47718",0,"CO","White",0.5,"50-59","4-Year College","Independent"
"47719",0,"AZ","White",-0.5,"70+","4-Year College","Democrat"
"47720",0,"KY","White",0.5,"30-39","Some college","Independent"
"47721",1,"TN","White",-0.5,"50-59","Some college","Independent"
"47722",1,"NJ","White",-0.5,"60-69","Post-grad","Independent"
"47723",1,"CA","White",0.5,"60-69","Some college","Independent"
"47724",0,"MO","White",-0.5,"50-59","HS","Republican"
"47725",1,"IL","White",-0.5,"60-69","4-Year College","Democrat"
"47726",1,"IL","White",-0.5,"60-69","Some college","Republican"
"47727",1,"IL","White",-0.5,"70+","HS","Republican"
"47728",0,"MA","White",-0.5,"60-69","Some college","Independent"
"47729",0,"OH","White",-0.5,"70+","Some college","Democrat"
"47730",0,"TX","White",0.5,"60-69","Some college","Democrat"
"47731",1,"LA","White",0.5,"50-59","4-Year College","Republican"
"47732",1,"MO","White",-0.5,"60-69","Post-grad","Republican"
"47733",0,"PA","White",0.5,"60-69","Post-grad","Democrat"
"47734",0,"IL","Black",0.5,"50-59","Some college","Independent"
"47735",0,"IL","White",-0.5,"60-69","4-Year College","Democrat"
"47736",0,"TX","White",0.5,"50-59","Some college","Republican"
"47737",0,"NM","White",-0.5,"70+","Some college","Republican"
"47738",0,"IA","White",-0.5,"60-69","4-Year College","Democrat"
"47739",1,"CT","Hispanic",0.5,"18-29","Some college","Republican"
"47740",1,"WI","White",-0.5,"60-69","Some college","Republican"
"47741",0,"MA","White",-0.5,"50-59","Post-grad","Republican"
"47742",1,"CA","White",-0.5,"70+","Some college","Republican"
"47743",1,"NY","White",-0.5,"70+","Some college","Republican"
"47744",0,"MI","White",-0.5,"50-59","HS","Democrat"
"47745",0,"NE","White",-0.5,"60-69","4-Year College","Republican"
"47746",0,"TX","White",-0.5,"60-69","HS","Democrat"
"47747",0,"NC","White",-0.5,"50-59","Some college","Republican"
"47748",0,"IL","White",-0.5,"70+","4-Year College","Democrat"
"47749",0,"FL","Hispanic",0.5,"40-49","HS","Independent"
"47750",0,"TX","White",0.5,"40-49","Post-grad","Independent"
"47751",0,"IL","White",-0.5,"60-69","4-Year College","Independent"
"47752",0,"NC","White",-0.5,"60-69","Some college","Democrat"
"47753",0,"NJ","White",0.5,"50-59","4-Year College","Independent"
"47754",0,"CA","Other",-0.5,"60-69","Some college","Independent"
"47755",1,"OK","White",0.5,"40-49","Post-grad","Republican"
"47756",1,"FL","White",-0.5,"30-39","Some college","Democrat"
"47757",0,"LA","Black",-0.5,"40-49","Some college","Democrat"
"47758",1,"AZ","Hispanic",-0.5,"40-49","Some college","Republican"
"47759",1,"KY","White",-0.5,"70+","Some college","Republican"
"47760",1,"SC","Hispanic",-0.5,"18-29","Some college","Independent"
"47761",1,"NY","White",-0.5,"18-29","Some college","Independent"
"47762",0,"SC","White",-0.5,"30-39","Post-grad","Independent"
"47763",0,"AZ","White",0.5,"18-29","Some college","Democrat"
"47764",1,"KS","White",0.5,"70+","HS","Republican"
"47765",0,"TX","Hispanic",-0.5,"40-49","Post-grad","Democrat"
"47766",0,"OR","White",0.5,"18-29","Some college","Democrat"
"47768",0,"PA","White",0.5,"40-49","HS","Independent"
"47769",0,"MN","White",-0.5,"60-69","Some college","Republican"
"47770",0,"CA","White",0.5,"30-39","4-Year College","Democrat"
"47771",0,"NM","White",0.5,"60-69","Post-grad","Democrat"
"47772",0,"WA","White",-0.5,"40-49","Some college","Independent"
"47773",0,"CA","Hispanic",-0.5,"18-29","4-Year College","Democrat"
"47774",1,"MO","White",-0.5,"50-59","Post-grad","Democrat"
"47775",0,"MA","White",0.5,"18-29","Some college","Independent"
"47776",1,"CO","White",-0.5,"50-59","4-Year College","Republican"
"47777",0,"NC","White",0.5,"50-59","Some college","Republican"
"47778",0,"OH","White",-0.5,"50-59","Post-grad","Republican"
"47779",0,"MO","White",-0.5,"40-49","Some college","Democrat"
"47780",0,"NY","White",-0.5,"40-49","Post-grad","Independent"
"47781",1,"AZ","White",-0.5,"70+","HS","Democrat"
"47782",0,"AZ","White",-0.5,"60-69","4-Year College","Independent"
"47783",1,"OK","White",-0.5,"40-49","Post-grad","Independent"
"47784",1,"UT","White",-0.5,"30-39","Some college","Republican"
"47785",0,"AZ","White",0.5,"60-69","Post-grad","Independent"
"47786",1,"IL","White",-0.5,"70+","HS","Republican"
"47787",0,"SC","White",0.5,"18-29","Some college","Republican"
"47788",1,"MA","White",-0.5,"70+","HS","Republican"
"47789",1,"TN","White",-0.5,"50-59","4-Year College","Independent"
"47790",0,"CA","Hispanic",0.5,"50-59","Some college","Independent"
"47791",1,"NY","White",0.5,"50-59","HS","Independent"
"47792",1,"OK","White",-0.5,"40-49","HS","Republican"
"47793",0,"MA","White",-0.5,"70+","Some college","Democrat"
"47794",0,"VA","Black",0.5,"30-39","4-Year College","Independent"
"47795",0,"NM","Other",0.5,"40-49","4-Year College","Democrat"
"47796",1,"AZ","Other",-0.5,"60-69","HS","Democrat"
"47797",1,"TX","Black",0.5,"50-59","Some college","Democrat"
"47798",0,"CT","White",-0.5,"40-49","Some college","Republican"
"47799",1,"MI","White",-0.5,"50-59","Some college","Republican"
"47800",1,"GA","White",0.5,"50-59","Some college","Republican"
"47801",1,"AZ","White",-0.5,"70+","HS","Republican"
"47802",1,"TX","White",0.5,"50-59","Post-grad","Republican"
"47803",0,"CA","White",0.5,"50-59","Post-grad","Republican"
"47804",0,"IL","White",-0.5,"30-39","Post-grad","Independent"
"47805",1,"CA","White",0.5,"40-49","Some college","Republican"
"47806",0,"MI","White",-0.5,"40-49","4-Year College","Democrat"
"47807",0,"FL","White",0.5,"50-59","4-Year College","Democrat"
"47808",0,"NJ","White",-0.5,"50-59","Some college","Independent"
"47809",1,"NY","White",-0.5,"18-29","HS","Independent"
"47810",1,"MS","White",-0.5,"60-69","Some college","Independent"
"47811",0,"WA","White",-0.5,"40-49","Some college","Republican"
"47812",0,"ND","White",-0.5,"60-69","4-Year College","Democrat"
"47813",0,"PA","White",-0.5,"60-69","Post-grad","Democrat"
"47814",0,"CA","White",0.5,"50-59","4-Year College","Democrat"
"47815",1,"CA","White",-0.5,"70+","Some college","Republican"
"47816",0,"NJ","White",0.5,"50-59","4-Year College","Republican"
"47817",0,"AZ","White",0.5,"40-49","HS","Democrat"
"47818",1,"VA","White",-0.5,"70+","HS","Democrat"
"47819",0,"CA","White",-0.5,"70+","HS","Democrat"
"47820",0,"CA","White",-0.5,"50-59","4-Year College","Democrat"
"47821",0,"IL","White",-0.5,"50-59","Post-grad","Democrat"
"47822",1,"NJ","White",0.5,"50-59","4-Year College","Independent"
"47823",1,"NC","Black",-0.5,"60-69","Post-grad","Democrat"
"47824",0,"CO","White",-0.5,"40-49","4-Year College","Democrat"
"47825",1,"NM","White",0.5,"60-69","Post-grad","Independent"
"47826",0,"IL","White",-0.5,"70+","Some college","Independent"
"47827",1,"NM","White",0.5,"18-29","Some college","Democrat"
"47828",0,"SC","White",-0.5,"70+","4-Year College","Democrat"
"47829",0,"MO","White",-0.5,"70+","4-Year College","Democrat"
"47830",0,"TN","White",-0.5,"50-59","Some college","Independent"
"47831",1,"NH","White",-0.5,"40-49","Some college","Independent"
"47832",1,"ID","White",-0.5,"70+","HS","Republican"
"47833",1,"NY","White",-0.5,"60-69","4-Year College","Republican"
"47834",0,"FL","Other",-0.5,"30-39","Some college","Independent"
"47835",0,"SC","White",0.5,"40-49","HS","Republican"
"47836",1,"SC","White",0.5,"50-59","Some college","Independent"
"47837",0,"NY","White",0.5,"60-69","Some college","Independent"
"47838",0,"CA","White",-0.5,"50-59","HS","Republican"
"47839",0,"RI","White",-0.5,"50-59","Some college","Republican"
"47840",0,"OH","White",0.5,"40-49","Some college","Independent"
"47841",1,"FL","Hispanic",0.5,"18-29","Some college","Republican"
"47842",0,"NY","White",0.5,"50-59","HS","Democrat"
"47843",1,"IN","White",-0.5,"50-59","HS","Independent"
"47844",0,"NV","Black",0.5,"18-29","HS","Independent"
"47845",0,"FL","Other",0.5,"30-39","4-Year College","Independent"
"47846",0,"AZ","White",-0.5,"40-49","Post-grad","Independent"
"47847",1,"FL","White",0.5,"60-69","HS","Republican"
"47848",0,"CA","White",-0.5,"70+","Some college","Republican"
"47849",0,"NJ","White",0.5,"50-59","4-Year College","Republican"
"47850",0,"ME","White",-0.5,"50-59","Some college","Independent"
"47851",0,"NY","White",-0.5,"50-59","Some college","Independent"
"47852",0,"MN","Other",0.5,"60-69","No HS","Independent"
"47853",0,"TN","White",-0.5,"50-59","4-Year College","Independent"
"47854",1,"WA","White",0.5,"18-29","HS","Independent"
"47855",0,"MN","White",0.5,"60-69","Post-grad","Independent"
"47856",0,"ME","White",0.5,"70+","Some college","Democrat"
"47857",1,"NY","White",-0.5,"60-69","Post-grad","Independent"
"47858",1,"CO","White",-0.5,"50-59","4-Year College","Republican"
"47859",0,"CA","White",0.5,"50-59","Post-grad","Independent"
"47860",1,"FL","Hispanic",-0.5,"70+","HS","Democrat"
"47861",1,"OH","White",0.5,"60-69","HS","Republican"
"47862",0,"MI","White",0.5,"50-59","4-Year College","Independent"
"47863",1,"FL","White",0.5,"30-39","Post-grad","Republican"
"47864",1,"AL","White",-0.5,"70+","Some college","Republican"
"47865",1,"MO","White",0.5,"70+","Some college","Republican"
"47866",1,"CA","Other",-0.5,"60-69","4-Year College","Independent"
"47867",1,"SD","White",-0.5,"60-69","4-Year College","Republican"
"47868",0,"NY","Other",-0.5,"60-69","HS","Democrat"
"47869",0,"FL","White",-0.5,"70+","Some college","Democrat"
"47870",0,"CA","Other",0.5,"18-29","4-Year College","Independent"
"47871",0,"FL","Hispanic",-0.5,"30-39","HS","Independent"
"47872",1,"MA","White",-0.5,"60-69","Some college","Independent"
"47873",1,"TX","White",0.5,"50-59","Some college","Republican"
"47874",0,"MA","White",-0.5,"50-59","Some college","Republican"
"47875",0,"MI","White",-0.5,"50-59","Some college","Republican"
"47876",1,"GA","White",-0.5,"50-59","HS","Republican"
"47877",1,"ME","White",0.5,"40-49","Some college","Republican"
"47878",1,"OR","White",0.5,"60-69","HS","Republican"
"47879",0,"TX","Black",-0.5,"50-59","4-Year College","Democrat"
"47880",0,"FL","White",0.5,"18-29","Some college","Republican"
"47881",1,"IN","White",0.5,"18-29","Some college","Independent"
"47883",0,"CA","Black",0.5,"50-59","4-Year College","Independent"
"47884",0,"CO","White",-0.5,"70+","HS","Democrat"
"47885",1,"IL","White",-0.5,"50-59","Post-grad","Republican"
"47886",0,"MO","White",0.5,"30-39","Some college","Republican"
"47887",0,"TX","White",-0.5,"50-59","Some college","Independent"
"47888",0,"MA","White",-0.5,"40-49","HS","Democrat"
"47889",1,"GA","White",0.5,"50-59","Some college","Republican"
"47890",0,"CA","White",-0.5,"30-39","4-Year College","Democrat"
