"","abortion","state","eth","male","age","educ","party"
"4677",0,"IL","Black",0.5,"40-49","4-Year College","Democrat"
"4678",1,"KS","White",0.5,"70+","Some college","Independent"
"4679",0,"TX","Black",-0.5,"30-39","Some college","Republican"
"4680",1,"OH","White",0.5,"18-29","Some college","Independent"
"4681",0,"WV","White",-0.5,"50-59","HS","Republican"
"4682",0,"CO","White",0.5,"30-39","Some college","Democrat"
"4683",0,"CA","White",0.5,"50-59","Post-grad","Independent"
"4684",0,"TX","White",0.5,"30-39","HS","Independent"
"4685",1,"OK","White",0.5,"30-39","Post-grad","Republican"
"4686",0,"TX","Hispanic",0.5,"40-49","Post-grad","Independent"
"4687",0,"VA","Hispanic",0.5,"18-29","Post-grad","Democrat"
"4688",0,"KY","White",-0.5,"18-29","Some college","Democrat"
"4689",0,"UT","White",0.5,"40-49","Some college","Independent"
"4690",0,"FL","Other",0.5,"40-49","Some college","Democrat"
"4691",1,"PA","White",0.5,"30-39","HS","Democrat"
"4692",0,"PA","Black",-0.5,"60-69","4-Year College","Democrat"
"4693",1,"WI","White",0.5,"18-29","HS","Democrat"
"4694",1,"LA","White",0.5,"60-69","Some college","Republican"
"4695",0,"OK","White",0.5,"60-69","Post-grad","Democrat"
"4696",1,"TX","White",-0.5,"60-69","Post-grad","Independent"
"4697",1,"NC","White",0.5,"50-59","Post-grad","Independent"
"4698",1,"IL","White",0.5,"70+","Some college","Republican"
"4699",1,"WA","White",0.5,"50-59","Some college","Republican"
"4700",0,"PA","White",0.5,"40-49","HS","Republican"
"4701",0,"FL","White",-0.5,"60-69","4-Year College","Democrat"
"4702",0,"WA","White",-0.5,"60-69","4-Year College","Democrat"
"4703",0,"SC","White",-0.5,"70+","Post-grad","Democrat"
"4704",1,"NV","White",0.5,"60-69","4-Year College","Republican"
"4705",1,"OH","White",0.5,"70+","Post-grad","Republican"
"4706",1,"FL","White",0.5,"60-69","Some college","Republican"
"4707",0,"PA","White",0.5,"50-59","Post-grad","Independent"
"4708",0,"FL","White",-0.5,"70+","Some college","Independent"
"4709",1,"PA","White",0.5,"70+","HS","Republican"
"4710",0,"NC","Hispanic",0.5,"18-29","Post-grad","Democrat"
"4711",0,"NY","Hispanic",-0.5,"50-59","Post-grad","Democrat"
"4712",1,"OH","White",0.5,"30-39","4-Year College","Republican"
"4713",0,"OR","White",-0.5,"40-49","Some college","Independent"
"4714",1,"NC","White",0.5,"70+","Post-grad","Republican"
"4715",1,"WA","White",-0.5,"70+","4-Year College","Independent"
"4716",0,"IL","White",-0.5,"40-49","4-Year College","Democrat"
"4717",0,"PA","White",-0.5,"40-49","4-Year College","Democrat"
"4718",0,"MA","White",-0.5,"60-69","HS","Republican"
"4719",0,"MA","White",-0.5,"30-39","4-Year College","Democrat"
"4720",0,"CA","White",-0.5,"50-59","Post-grad","Democrat"
"4721",1,"KY","White",0.5,"70+","4-Year College","Democrat"
"4722",0,"FL","White",0.5,"70+","No HS","Republican"
"4723",1,"PA","White",0.5,"70+","Post-grad","Republican"
"4724",1,"OH","White",0.5,"60-69","HS","Independent"
"4725",0,"SC","White",-0.5,"30-39","4-Year College","Independent"
"4726",0,"MD","White",0.5,"18-29","HS","Independent"
"4727",1,"MN","White",0.5,"30-39","Some college","Democrat"
"4728",0,"PA","White",0.5,"30-39","4-Year College","Independent"
"4729",0,"CA","Other",-0.5,"40-49","Some college","Independent"
"4730",0,"OR","White",-0.5,"30-39","Post-grad","Democrat"
"4731",1,"FL","White",0.5,"40-49","Post-grad","Republican"
"4732",0,"VA","White",-0.5,"40-49","Post-grad","Democrat"
"4733",1,"KS","White",-0.5,"30-39","Post-grad","Democrat"
"4734",0,"MD","White",-0.5,"40-49","Post-grad","Democrat"
"4735",0,"FL","White",-0.5,"50-59","Post-grad","Democrat"
"4736",1,"KY","White",-0.5,"70+","HS","Republican"
"4737",0,"AZ","White",0.5,"70+","Post-grad","Independent"
"4738",0,"MA","White",-0.5,"60-69","Post-grad","Democrat"
"4739",1,"FL","Black",0.5,"60-69","Some college","Independent"
"4740",1,"FL","Hispanic",0.5,"30-39","Some college","Independent"
"4741",0,"NY","Other",-0.5,"40-49","Some college","Democrat"
"4742",1,"NY","Black",-0.5,"50-59","Some college","Republican"
"4743",1,"NY","Hispanic",0.5,"30-39","4-Year College","Republican"
"4744",0,"KS","White",0.5,"30-39","HS","Independent"
"4745",0,"MO","White",-0.5,"40-49","4-Year College","Democrat"
"4746",0,"CA","Other",-0.5,"50-59","HS","Independent"
"4747",0,"NM","White",-0.5,"60-69","Some college","Democrat"
"4748",0,"FL","White",-0.5,"30-39","HS","Democrat"
"4749",1,"TX","White",0.5,"60-69","4-Year College","Republican"
"4750",1,"CO","White",0.5,"70+","4-Year College","Republican"
"4751",1,"LA","White",0.5,"60-69","Some college","Republican"
"4752",0,"CA","White",0.5,"60-69","4-Year College","Independent"
"4753",1,"MI","Other",-0.5,"50-59","Some college","Independent"
"4754",1,"CA","Hispanic",0.5,"30-39","Post-grad","Republican"
"4755",1,"NC","White",-0.5,"30-39","Post-grad","Independent"
"4756",0,"WA","White",-0.5,"30-39","Post-grad","Democrat"
"4757",0,"MN","White",-0.5,"40-49","4-Year College","Democrat"
"4758",0,"PA","White",0.5,"30-39","4-Year College","Independent"
"4759",1,"IN","White",-0.5,"40-49","Post-grad","Independent"
"4760",0,"NH","White",-0.5,"30-39","Post-grad","Democrat"
"4761",0,"TX","White",-0.5,"30-39","HS","Independent"
"4762",1,"IN","White",0.5,"40-49","4-Year College","Republican"
"4763",0,"IN","Black",-0.5,"30-39","Post-grad","Democrat"
"4764",0,"MI","White",0.5,"30-39","Some college","Democrat"
"4765",1,"AR","White",-0.5,"30-39","HS","Republican"
"4766",0,"IA","White",-0.5,"30-39","Post-grad","Democrat"
"4767",0,"TX","White",0.5,"70+","4-Year College","Republican"
"4768",0,"CA","White",-0.5,"50-59","Post-grad","Republican"
"4769",0,"FL","White",-0.5,"70+","4-Year College","Democrat"
"4770",0,"MI","White",0.5,"70+","4-Year College","Democrat"
"4771",1,"FL","White",0.5,"60-69","Post-grad","Republican"
"4772",0,"CA","White",-0.5,"70+","4-Year College","Democrat"
"4773",0,"RI","White",0.5,"70+","Some college","Democrat"
"4774",0,"CA","Hispanic",-0.5,"60-69","4-Year College","Democrat"
"4775",0,"NY","White",-0.5,"70+","Some college","Democrat"
"4776",1,"PA","White",-0.5,"40-49","Some college","Democrat"
"4777",1,"MO","White",-0.5,"70+","Some college","Republican"
"4778",1,"CA","White",-0.5,"60-69","HS","Republican"
"4779",0,"NY","White",0.5,"60-69","4-Year College","Republican"
"4780",0,"FL","White",0.5,"60-69","4-Year College","Republican"
"4781",1,"FL","White",0.5,"50-59","Post-grad","Independent"
"4782",0,"KS","White",0.5,"40-49","Post-grad","Democrat"
"4783",0,"MI","White",0.5,"70+","Post-grad","Independent"
"4784",0,"NJ","White",0.5,"70+","Post-grad","Independent"
"4785",1,"GA","White",0.5,"50-59","Post-grad","Republican"
"4786",0,"NJ","White",-0.5,"30-39","Some college","Independent"
"4787",0,"NY","White",-0.5,"40-49","Some college","Independent"
"4788",0,"MA","White",-0.5,"30-39","Post-grad","Democrat"
"4789",1,"PA","White",-0.5,"40-49","4-Year College","Democrat"
"4790",0,"CA","White",0.5,"30-39","Post-grad","Democrat"
"4791",0,"FL","White",-0.5,"30-39","4-Year College","Republican"
"4792",0,"TN","White",-0.5,"18-29","4-Year College","Independent"
"4793",0,"MI","White",-0.5,"30-39","4-Year College","Democrat"
"4794",0,"WA","White",-0.5,"30-39","HS","Independent"
"4795",0,"IL","White",0.5,"40-49","HS","Republican"
"4796",1,"PA","White",-0.5,"40-49","4-Year College","Republican"
"4797",1,"NC","White",-0.5,"18-29","Some college","Democrat"
"4798",1,"PA","White",-0.5,"30-39","4-Year College","Independent"
"4799",0,"NJ","Black",-0.5,"30-39","Post-grad","Democrat"
"4800",1,"SC","White",-0.5,"30-39","4-Year College","Republican"
"4801",0,"VA","White",-0.5,"30-39","Post-grad","Independent"
"4802",1,"OH","White",-0.5,"30-39","4-Year College","Republican"
"4803",0,"NC","White",0.5,"40-49","Post-grad","Independent"
"4804",1,"GA","Black",-0.5,"60-69","Some college","Democrat"
"4805",0,"NC","Black",-0.5,"40-49","Some college","Democrat"
"4806",0,"CA","White",0.5,"70+","4-Year College","Democrat"
"4807",1,"IN","White",0.5,"70+","Some college","Independent"
"4808",1,"AR","White",0.5,"70+","Post-grad","Independent"
"4809",1,"NC","White",-0.5,"70+","HS","Republican"
"4811",1,"CA","White",0.5,"30-39","Post-grad","Democrat"
"4812",1,"NY","White",-0.5,"30-39","Some college","Independent"
"4813",1,"PA","White",-0.5,"40-49","Some college","Republican"
"4814",0,"NC","Other",-0.5,"50-59","Some college","Democrat"
"4815",1,"PA","White",-0.5,"30-39","4-Year College","Republican"
"4816",1,"MA","White",-0.5,"50-59","Some college","Republican"
"4817",0,"KY","White",-0.5,"60-69","No HS","Democrat"
"4818",1,"PA","White",-0.5,"40-49","HS","Independent"
"4819",1,"FL","White",0.5,"70+","HS","Independent"
"4820",1,"OH","White",0.5,"60-69","Post-grad","Independent"
"4821",1,"MS","White",0.5,"60-69","Some college","Independent"
"4822",1,"NM","White",-0.5,"50-59","4-Year College","Republican"
"4823",0,"MT","White",-0.5,"50-59","Some college","Republican"
"4824",0,"MD","White",0.5,"30-39","Post-grad","Democrat"
"4825",1,"WI","White",-0.5,"40-49","Some college","Republican"
"4826",1,"ME","White",-0.5,"40-49","Some college","Independent"
"4827",0,"MI","White",-0.5,"40-49","4-Year College","Democrat"
"4828",0,"ME","White",-0.5,"18-29","HS","Democrat"
"4829",0,"OH","White",-0.5,"30-39","4-Year College","Independent"
"4830",1,"MO","Other",-0.5,"40-49","Some college","Democrat"
"4831",1,"OH","White",0.5,"30-39","4-Year College","Republican"
"4832",1,"WI","White",-0.5,"40-49","4-Year College","Independent"
"4833",0,"FL","Black",-0.5,"30-39","HS","Democrat"
"4834",0,"WA","White",-0.5,"40-49","4-Year College","Democrat"
"4835",1,"WI","White",-0.5,"40-49","4-Year College","Republican"
"4836",1,"FL","White",-0.5,"40-49","4-Year College","Republican"
"4837",0,"MN","White",-0.5,"40-49","Some college","Democrat"
"4838",0,"AZ","White",0.5,"40-49","Some college","Independent"
"4839",0,"NY","White",0.5,"18-29","4-Year College","Democrat"
"4840",1,"IN","Black",0.5,"30-39","No HS","Independent"
"4841",1,"NV","White",0.5,"70+","Post-grad","Independent"
"4842",0,"TX","White",-0.5,"50-59","Some college","Independent"
"4843",0,"IL","White",-0.5,"60-69","Post-grad","Democrat"
"4844",1,"TX","White",0.5,"70+","Some college","Independent"
"4845",1,"AZ","White",0.5,"70+","Some college","Democrat"
"4846",0,"PA","White",-0.5,"50-59","Post-grad","Democrat"
"4847",1,"CO","White",0.5,"60-69","Post-grad","Independent"
"4848",0,"NC","White",0.5,"50-59","No HS","Independent"
"4849",1,"UT","White",0.5,"50-59","Some college","Republican"
"4850",0,"FL","White",0.5,"30-39","Post-grad","Democrat"
"4851",0,"NC","White",-0.5,"60-69","Post-grad","Democrat"
"4852",1,"CT","White",0.5,"50-59","HS","Republican"
"4853",1,"CA","Black",-0.5,"60-69","HS","Democrat"
"4854",1,"FL","White",0.5,"60-69","No HS","Democrat"
"4855",0,"SC","Black",-0.5,"60-69","No HS","Independent"
"4856",1,"IN","Black",-0.5,"40-49","Some college","Democrat"
"4857",0,"CA","Hispanic",-0.5,"50-59","HS","Independent"
"4858",0,"AZ","White",-0.5,"60-69","Some college","Democrat"
"4859",1,"NC","White",-0.5,"50-59","Some college","Independent"
"4860",1,"TX","White",-0.5,"30-39","Some college","Independent"
"4861",1,"GA","White",-0.5,"60-69","Some college","Independent"
"4862",0,"CA","White",-0.5,"70+","Some college","Republican"
"4863",1,"MO","White",-0.5,"50-59","Some college","Independent"
"4864",0,"CA","Black",-0.5,"60-69","Some college","Democrat"
"4865",1,"OK","White",-0.5,"70+","Some college","Republican"
"4866",0,"LA","White",-0.5,"18-29","Some college","Democrat"
"4867",1,"OH","White",-0.5,"60-69","HS","Independent"
"4868",0,"CA","Other",0.5,"60-69","4-Year College","Democrat"
"4869",1,"MO","White",0.5,"70+","4-Year College","Republican"
"4870",1,"OR","White",0.5,"70+","Some college","Independent"
"4871",1,"NY","White",-0.5,"40-49","4-Year College","Independent"
"4872",1,"SD","White",-0.5,"18-29","4-Year College","Republican"
"4873",0,"TX","White",0.5,"50-59","HS","Independent"
"4874",1,"MO","White",-0.5,"30-39","Some college","Democrat"
"4875",0,"VA","White",-0.5,"30-39","Some college","Independent"
"4876",1,"AZ","White",0.5,"30-39","HS","Independent"
"4877",0,"AL","White",-0.5,"18-29","Some college","Independent"
"4878",1,"NV","White",0.5,"30-39","4-Year College","Independent"
"4879",0,"IL","White",-0.5,"30-39","4-Year College","Independent"
"4880",0,"PA","White",0.5,"30-39","4-Year College","Independent"
"4881",1,"KY","White",-0.5,"40-49","Post-grad","Republican"
"4882",1,"SC","White",0.5,"30-39","4-Year College","Independent"
"4883",0,"AL","White",-0.5,"30-39","Post-grad","Democrat"
"4884",1,"MO","White",-0.5,"30-39","4-Year College","Independent"
"4885",1,"CT","White",-0.5,"30-39","Some college","Independent"
"4886",1,"CA","White",-0.5,"60-69","HS","Independent"
"4887",0,"OH","White",0.5,"70+","HS","Republican"
"4888",1,"KY","Other",-0.5,"50-59","4-Year College","Independent"
"4889",1,"TX","White",-0.5,"30-39","Some college","Democrat"
"4890",1,"MT","White",-0.5,"40-49","HS","Republican"
"4891",0,"SD","White",-0.5,"70+","HS","Democrat"
"4892",0,"OH","White",-0.5,"60-69","Some college","Democrat"
"4893",0,"CO","Other",-0.5,"30-39","Some college","Democrat"
"4894",1,"IL","White",0.5,"18-29","4-Year College","Independent"
"4895",1,"VA","White",-0.5,"50-59","Some college","Democrat"
"4896",1,"TX","White",-0.5,"60-69","Some college","Republican"
"4897",1,"CA","White",-0.5,"70+","Some college","Republican"
"4898",1,"AZ","White",-0.5,"70+","Some college","Independent"
"4899",1,"MO","White",-0.5,"50-59","Some college","Republican"
"4900",0,"IN","White",-0.5,"60-69","Some college","Republican"
"4901",0,"KY","White",-0.5,"30-39","HS","Independent"
"4902",0,"OH","White",-0.5,"40-49","HS","Independent"
"4903",1,"PA","White",0.5,"50-59","HS","Republican"
"4904",0,"TX","Hispanic",-0.5,"30-39","HS","Democrat"
"4905",0,"FL","White",0.5,"60-69","Some college","Democrat"
"4906",0,"TX","White",0.5,"50-59","4-Year College","Democrat"
"4907",0,"MA","White",0.5,"50-59","Post-grad","Independent"
"4908",1,"SC","Black",0.5,"70+","Some college","Independent"
"4909",1,"CA","White",0.5,"70+","Post-grad","Independent"
"4910",1,"CA","White",0.5,"60-69","Some college","Republican"
"4911",1,"TX","White",0.5,"50-59","4-Year College","Independent"
"4912",1,"KY","White",0.5,"50-59","Some college","Republican"
"4913",1,"CO","White",0.5,"70+","Some college","Independent"
"4914",0,"CA","White",0.5,"60-69","Post-grad","Democrat"
"4915",0,"WV","White",-0.5,"70+","Post-grad","Democrat"
"4916",0,"PA","White",-0.5,"50-59","4-Year College","Republican"
"4917",1,"NV","White",0.5,"70+","4-Year College","Independent"
"4918",1,"KY","White",-0.5,"70+","Some college","Republican"
"4919",1,"VA","White",-0.5,"50-59","Some college","Republican"
"4920",0,"NY","White",-0.5,"50-59","Post-grad","Democrat"
"4921",1,"VA","White",0.5,"60-69","Some college","Republican"
"4922",1,"IL","White",0.5,"60-69","4-Year College","Independent"
"4923",0,"FL","White",-0.5,"60-69","4-Year College","Independent"
"4924",1,"TX","White",-0.5,"30-39","No HS","Independent"
"4925",0,"CA","White",0.5,"30-39","4-Year College","Independent"
"4926",0,"OR","White",-0.5,"30-39","Some college","Democrat"
"4927",0,"IL","White",-0.5,"18-29","4-Year College","Democrat"
"4928",0,"OH","White",0.5,"30-39","Some college","Independent"
"4929",0,"CA","Black",0.5,"40-49","Some college","Independent"
"4930",0,"CA","White",0.5,"30-39","4-Year College","Republican"
"4931",0,"MN","White",-0.5,"40-49","4-Year College","Democrat"
"4932",0,"NY","White",-0.5,"18-29","4-Year College","Independent"
"4933",1,"FL","Hispanic",-0.5,"40-49","Post-grad","Democrat"
"4934",0,"TX","White",-0.5,"18-29","4-Year College","Democrat"
"4935",0,"TN","White",-0.5,"30-39","4-Year College","Democrat"
"4936",0,"FL","White",0.5,"30-39","4-Year College","Democrat"
"4937",0,"OH","White",0.5,"50-59","4-Year College","Independent"
"4938",1,"GA","Black",-0.5,"30-39","4-Year College","Independent"
"4939",1,"NY","Other",-0.5,"18-29","4-Year College","Independent"
"4940",1,"TX","White",0.5,"40-49","Post-grad","Republican"
"4941",0,"FL","White",-0.5,"70+","HS","Democrat"
"4942",1,"TX","White",-0.5,"70+","HS","Republican"
"4943",1,"UT","White",-0.5,"18-29","Some college","Republican"
"4944",1,"MO","White",-0.5,"60-69","HS","Republican"
"4945",1,"CA","Black",-0.5,"60-69","Some college","Democrat"
"4946",1,"FL","White",-0.5,"50-59","Some college","Republican"
"4947",1,"TX","Hispanic",-0.5,"40-49","Post-grad","Democrat"
"4948",1,"PA","White",-0.5,"18-29","Post-grad","Republican"
"4949",0,"PA","Other",-0.5,"50-59","4-Year College","Independent"
"4950",0,"OH","White",-0.5,"50-59","Some college","Independent"
"4951",1,"OK","White",-0.5,"50-59","Some college","Republican"
"4952",0,"CT","Other",-0.5,"18-29","4-Year College","Republican"
"4953",0,"WA","White",-0.5,"60-69","HS","Democrat"
"4954",0,"CA","White",0.5,"60-69","4-Year College","Democrat"
"4955",1,"GA","White",0.5,"60-69","Some college","Independent"
"4956",1,"TX","White",0.5,"70+","4-Year College","Independent"
"4957",0,"FL","White",0.5,"70+","Some college","Democrat"
"4958",0,"PA","White",0.5,"70+","Post-grad","Democrat"
"4959",1,"GA","White",0.5,"50-59","4-Year College","Republican"
"4960",0,"NM","White",0.5,"50-59","Post-grad","Democrat"
"4961",1,"TX","White",0.5,"60-69","Some college","Independent"
"4962",0,"FL","Black",-0.5,"50-59","4-Year College","Democrat"
"4963",0,"NY","White",-0.5,"60-69","Some college","Independent"
"4964",1,"NJ","White",-0.5,"70+","Some college","Independent"
"4965",1,"NV","White",-0.5,"60-69","HS","Republican"
"4966",1,"AR","White",0.5,"70+","Some college","Independent"
"4967",0,"CO","White",0.5,"70+","Some college","Democrat"
"4968",1,"GA","White",0.5,"70+","4-Year College","Republican"
"4969",0,"CA","White",0.5,"40-49","Some college","Independent"
"4970",0,"PA","White",0.5,"60-69","4-Year College","Democrat"
"4971",0,"OH","White",-0.5,"60-69","Some college","Democrat"
"4972",0,"IL","White",0.5,"30-39","Some college","Independent"
"4973",0,"PA","White",-0.5,"30-39","4-Year College","Republican"
"4974",1,"IN","White",0.5,"40-49","Some college","Independent"
"4975",0,"WI","White",-0.5,"30-39","Some college","Democrat"
"4976",1,"TX","Black",-0.5,"30-39","4-Year College","Independent"
"4977",0,"MD","White",-0.5,"18-29","Some college","Independent"
"4978",0,"PA","White",0.5,"30-39","4-Year College","Independent"
"4979",1,"TX","Hispanic",-0.5,"40-49","HS","Democrat"
"4980",0,"PA","White",-0.5,"18-29","HS","Republican"
"4981",1,"CA","White",-0.5,"70+","HS","Independent"
"4982",1,"CA","Other",-0.5,"40-49","Post-grad","Republican"
"4983",1,"SC","Other",0.5,"18-29","Some college","Republican"
"4984",1,"TX","Hispanic",-0.5,"18-29","Some college","Democrat"
"4985",0,"SC","Hispanic",-0.5,"18-29","Some college","Democrat"
"4986",1,"AL","White",-0.5,"60-69","Some college","Republican"
"4987",1,"GA","White",0.5,"30-39","Some college","Independent"
"4988",1,"NH","White",-0.5,"60-69","Some college","Republican"
"4989",0,"NC","White",-0.5,"30-39","4-Year College","Democrat"
"4990",0,"NY","Black",-0.5,"40-49","4-Year College","Democrat"
"4991",1,"KY","White",-0.5,"40-49","HS","Republican"
"4992",1,"NY","White",-0.5,"60-69","HS","Independent"
"4993",1,"AZ","White",0.5,"70+","Some college","Republican"
"4994",1,"IL","White",0.5,"50-59","4-Year College","Independent"
"4995",1,"FL","White",0.5,"40-49","Post-grad","Independent"
"4996",0,"TX","White",0.5,"70+","Post-grad","Republican"
"4997",1,"OR","White",0.5,"70+","4-Year College","Independent"
"4998",0,"PA","White",0.5,"70+","4-Year College","Republican"
"4999",1,"LA","White",0.5,"60-69","Some college","Independent"
"5000",1,"PA","White",-0.5,"50-59","Post-grad","Republican"
"5001",1,"CT","White",0.5,"50-59","4-Year College","Independent"
"5002",0,"MN","White",0.5,"50-59","Some college","Independent"
"5003",1,"GA","White",-0.5,"50-59","4-Year College","Republican"
"5004",0,"AZ","White",-0.5,"40-49","Some college","Democrat"
"5005",1,"TX","Hispanic",0.5,"30-39","4-Year College","Republican"
"5006",1,"WY","White",-0.5,"40-49","Some college","Republican"
"5007",0,"PA","White",-0.5,"30-39","HS","Independent"
"5008",0,"GA","White",-0.5,"18-29","Some college","Democrat"
"5009",0,"NY","White",0.5,"30-39","4-Year College","Democrat"
"5010",0,"NY","White",-0.5,"40-49","HS","Democrat"
"5011",1,"TX","Hispanic",-0.5,"30-39","Post-grad","Independent"
"5012",0,"FL","Hispanic",-0.5,"50-59","Post-grad","Independent"
"5013",0,"VA","Black",-0.5,"50-59","Post-grad","Democrat"
"5014",1,"LA","Black",-0.5,"30-39","HS","Democrat"
"5015",0,"WI","White",-0.5,"40-49","4-Year College","Democrat"
"5016",1,"OK","White",-0.5,"30-39","Some college","Republican"
"5017",0,"IL","White",-0.5,"40-49","Some college","Independent"
"5018",1,"TX","White",-0.5,"60-69","4-Year College","Independent"
"5019",1,"PA","White",-0.5,"50-59","Some college","Republican"
"5020",0,"MD","White",-0.5,"18-29","HS","Independent"
"5021",0,"MO","White",0.5,"40-49","HS","Democrat"
"5022",0,"FL","White",0.5,"60-69","Some college","Democrat"
"5023",0,"FL","White",0.5,"60-69","Some college","Independent"
"5024",1,"GA","White",0.5,"60-69","Post-grad","Independent"
"5025",1,"MI","White",0.5,"60-69","Some college","Independent"
"5026",0,"CT","White",0.5,"70+","Some college","Republican"
"5027",1,"CA","White",0.5,"70+","4-Year College","Republican"
"5028",1,"MS","White",0.5,"50-59","Post-grad","Independent"
"5029",0,"OH","White",0.5,"60-69","4-Year College","Republican"
"5030",1,"NY","White",0.5,"50-59","4-Year College","Independent"
"5031",1,"OK","White",0.5,"60-69","Some college","Independent"
"5032",0,"NV","White",-0.5,"40-49","Some college","Independent"
"5033",0,"AZ","White",0.5,"60-69","HS","Independent"
"5034",0,"NV","White",0.5,"40-49","Some college","Independent"
"5035",1,"MD","White",-0.5,"60-69","HS","Republican"
"5036",0,"NC","White",0.5,"70+","4-Year College","Democrat"
"5037",1,"GA","White",-0.5,"40-49","HS","Republican"
"5038",0,"UT","White",0.5,"40-49","4-Year College","Independent"
"5039",0,"NC","White",-0.5,"70+","Some college","Democrat"
"5040",0,"WI","White",-0.5,"30-39","Some college","Democrat"
"5041",0,"WI","White",-0.5,"50-59","4-Year College","Democrat"
"5042",0,"MA","White",0.5,"50-59","4-Year College","Democrat"
"5043",0,"PA","White",-0.5,"60-69","Post-grad","Democrat"
"5044",1,"MI","Hispanic",-0.5,"30-39","Post-grad","Republican"
"5045",0,"NJ","White",0.5,"30-39","HS","Independent"
"5046",0,"FL","White",-0.5,"30-39","Some college","Republican"
"5047",1,"FL","White",0.5,"40-49","Some college","Republican"
"5048",1,"TN","White",-0.5,"18-29","Some college","Republican"
"5049",1,"NJ","White",0.5,"40-49","4-Year College","Republican"
"5050",0,"WI","White",-0.5,"18-29","4-Year College","Democrat"
"5051",1,"FL","White",0.5,"50-59","HS","Independent"
"5052",1,"NH","White",0.5,"50-59","HS","Independent"
"5053",0,"SC","White",0.5,"30-39","4-Year College","Democrat"
"5054",1,"AL","Black",-0.5,"40-49","4-Year College","Democrat"
"5055",0,"MA","White",-0.5,"70+","Some college","Democrat"
"5056",0,"NJ","Hispanic",-0.5,"50-59","4-Year College","Democrat"
"5057",0,"IL","White",-0.5,"30-39","Some college","Independent"
"5058",1,"AL","Black",-0.5,"40-49","HS","Democrat"
"5059",0,"FL","White",-0.5,"70+","HS","Independent"
"5060",1,"KY","White",0.5,"30-39","HS","Democrat"
"5061",0,"ND","White",0.5,"30-39","4-Year College","Independent"
"5062",0,"NY","White",-0.5,"30-39","Some college","Independent"
"5063",1,"FL","Other",0.5,"60-69","Some college","Independent"
"5064",0,"IN","Other",0.5,"50-59","4-Year College","Independent"
"5065",1,"TN","White",0.5,"60-69","Some college","Democrat"
"5066",1,"NV","White",0.5,"70+","4-Year College","Republican"
"5067",0,"OK","White",0.5,"50-59","4-Year College","Democrat"
"5068",0,"AL","White",0.5,"70+","Post-grad","Democrat"
"5069",1,"TX","White",0.5,"60-69","Some college","Independent"
"5070",0,"IL","White",0.5,"70+","Post-grad","Independent"
"5071",0,"VA","White",0.5,"60-69","4-Year College","Democrat"
"5072",0,"CA","White",0.5,"70+","Post-grad","Democrat"
"5073",0,"VA","Other",0.5,"60-69","4-Year College","Republican"
"5074",1,"AZ","White",-0.5,"30-39","Some college","Republican"
"5075",0,"CO","White",0.5,"18-29","4-Year College","Independent"
"5076",0,"FL","White",0.5,"40-49","4-Year College","Democrat"
"5077",0,"FL","White",0.5,"40-49","Post-grad","Independent"
"5078",1,"UT","White",0.5,"70+","Post-grad","Independent"
"5079",0,"WI","White",0.5,"40-49","Some college","Independent"
"5080",0,"KY","White",-0.5,"40-49","HS","Democrat"
"5081",0,"MI","Hispanic",-0.5,"18-29","Some college","Independent"
"5082",1,"FL","White",0.5,"30-39","Some college","Republican"
"5083",0,"FL","White",-0.5,"18-29","HS","Democrat"
"5084",0,"KS","White",-0.5,"30-39","Some college","Democrat"
"5085",0,"KY","White",0.5,"40-49","HS","Independent"
"5086",1,"ID","White",0.5,"40-49","4-Year College","Independent"
"5087",0,"CT","White",0.5,"50-59","HS","Democrat"
"5088",0,"OH","White",0.5,"40-49","4-Year College","Independent"
"5089",1,"CO","White",-0.5,"60-69","Post-grad","Republican"
"5090",0,"NV","White",-0.5,"50-59","4-Year College","Democrat"
"5091",0,"MT","White",0.5,"30-39","4-Year College","Independent"
"5092",0,"NV","White",0.5,"60-69","Post-grad","Republican"
"5093",0,"FL","White",0.5,"70+","Post-grad","Republican"
"5094",1,"AL","Black",-0.5,"40-49","Some college","Democrat"
"5095",1,"VA","Hispanic",-0.5,"40-49","4-Year College","Republican"
"5096",0,"OH","White",0.5,"30-39","Post-grad","Democrat"
"5097",1,"TN","White",0.5,"50-59","Post-grad","Independent"
"5098",0,"UT","White",-0.5,"60-69","Post-grad","Democrat"
"5099",0,"PA","White",-0.5,"40-49","4-Year College","Independent"
"5100",1,"OR","White",-0.5,"70+","HS","Independent"
"5101",0,"FL","White",-0.5,"40-49","Some college","Democrat"
"5102",1,"GA","Hispanic",-0.5,"30-39","Some college","Independent"
"5103",1,"OH","White",-0.5,"30-39","Some college","Republican"
"5104",0,"NC","Other",-0.5,"30-39","Some college","Independent"
"5105",1,"MD","White",0.5,"30-39","HS","Democrat"
"5106",1,"MI","White",-0.5,"40-49","Some college","Democrat"
"5107",1,"OH","White",-0.5,"18-29","Some college","Republican"
"5108",1,"IL","White",-0.5,"40-49","Some college","Republican"
"5109",1,"VA","White",-0.5,"40-49","Some college","Republican"
"5110",0,"KS","White",-0.5,"30-39","Some college","Independent"
"5111",1,"CA","Hispanic",0.5,"30-39","4-Year College","Democrat"
"5112",1,"TX","Hispanic",0.5,"40-49","Some college","Independent"
"5113",0,"NY","Black",-0.5,"50-59","HS","Democrat"
"5114",0,"MD","Black",-0.5,"70+","No HS","Democrat"
